Fuente;País;Frecuencia;Código indicador;Indicador;Tema;Base de datos;Dimensiones disponibles;Número de series;Número de registros;Primer periodo;Último periodo;Último periodo con dato;Último valor disponible;Última actualización OIT;Archivo datos comprimidos
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_MTS_NB;Ganancias horarias medianas de los asalariados según sexo y estado civil (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil;33;330;2005;2017;2017;1442.308;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_NB;Ganancias horarias medianas de los asalariados según sexo (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;30;2005;2017;2017;1442.308;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_OCU_CUR_NB;Ganancias horarias medianas de los asalariados según sexo, ocupación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación, divisa;45;446;2005;2017;2017;1442.308;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EHRM_SEX_OCU_NB;Ganancias horarias medianas de los asalariados según sexo y ocupación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación;45;450;2005;2017;2017;1442.308;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_AGE_CUR_NB;Ganancias mensuales promedio de los asalariados según sexo, edad y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad, divisa;24;240;2005;2017;2017;271673.027;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_AGE_NB;Ganancias mensuales promedio de los asalariados según sexo y edad (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad;45;450;2005;2017;2017;271673.027;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_CUR_NB;Ganancias mensuales promedio de los asalariados según sexo y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, divisa;4;34;1997;2020;2020;2942239.0;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_ECO_CUR_NB;Ganancias mensuales promedio de los asalariados según sexo, actividad económica y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica, divisa;106;1055;1997;2020;2020;2942239.0;02/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_ECO_NB;Ganancias mensuales promedio de los asalariados según sexo y actividad económica (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica;47;447;1997;2020;2020;2942239.0;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_EDU_CUR_NB;Ganancias mensuales promedio de los asalariados según sexo, educación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación, divisa;48;410;2005;2017;2017;271673.027;02/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_EDU_NB;Ganancias mensuales promedio de los asalariados según sexo y educación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación;48;426;2005;2017;2017;271673.027;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_MTS_CUR_NB;Ganancias mensuales promedio de los asalariados según sexo, estado civil y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil, divisa;12;114;2005;2017;2017;271673.027;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_MTS_NB;Ganancias mensuales promedio de los asalariados según sexo y estado civil (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil;33;330;2005;2017;2017;271673.027;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_NB;Ganancias mensuales promedio de los asalariados según sexo (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;30;2005;2017;2017;271673.027;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_OCU_CUR_NB;Ganancias mensuales promedio de los asalariados según sexo, ocupación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación, divisa;48;483;2005;2020;2020;2942239.0;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTA_SEX_OCU_NB;Ganancias mensuales promedio de los asalariados según sexo y ocupación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación;48;486;2005;2020;2020;2942239.0;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTG_SEX_AGE_NB;Índice de Gini de las ganancias mensuales de los asalariados según sexo y edad;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad;24;240;2005;2017;2017;0.363;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTG_SEX_ECO_NB;Índice de Gini de las ganancias mensuales de los asalariados según sexo y actividad económica;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica;99;989;2005;2017;2017;0.363;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTG_SEX_EDU_NB;Índice de Gini de las ganancias mensuales de los asalariados según sexo y educación;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación;48;426;2005;2017;2017;0.363;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTG_SEX_MTS_NB;Índice de Gini de las ganancias mensuales de los asalariados según sexo y estado civil;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil;33;330;2005;2017;2017;0.363;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTG_SEX_NB;Índice de Gini de las ganancias mensuales de los asalariados según sexo;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;30;2005;2017;2017;0.363;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTG_SEX_OCU_NB;Índice de Gini de las ganancias mensuales de los asalariados según sexo y ocupación;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación;45;450;2005;2017;2017;0.363;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_AGE_CUR_NB;Ganancias mensuales medianas de los asalariados según sexo, edad y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad, divisa;24;240;2005;2017;2017;250000.0;02/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_AGE_NB;Ganancias mensuales medianas de los asalariados según sexo y edad (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, edad;45;450;2005;2017;2017;250000.0;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_CUR_NB;Ganancias mensuales medianas de los asalariados según sexo y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, divisa;3;30;2005;2017;2017;250000.0;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_ECO_CUR_NB;Ganancias mensuales medianas de los asalariados según sexo, actividad económica y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica, divisa;98;974;2005;2017;2017;250000.0;02/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_ECO_NB;Ganancias mensuales medianas de los asalariados según sexo y actividad económica (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, actividad económica;42;420;2005;2017;2017;250000.0;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_EDU_CUR_NB;Ganancias mensuales medianas de los asalariados según sexo, educación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación, divisa;48;410;2005;2017;2017;250000.0;02/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_EDU_NB;Ganancias mensuales medianas de los asalariados según sexo y educación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, educación;48;426;2005;2017;2017;250000.0;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_MTS_CUR_NB;Ganancias mensuales medianas de los asalariados según sexo, estado civil y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil, divisa;12;114;2005;2017;2017;250000.0;02/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_MTS_NB;Ganancias mensuales medianas de los asalariados según sexo y estado civil (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, estado civil;33;330;2005;2017;2017;250000.0;01/09/2026 07:00:07;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_NB;Ganancias mensuales medianas de los asalariados según sexo (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;30;2005;2017;2017;250000.0;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_OCU_CUR_NB;Ganancias mensuales medianas de los asalariados según sexo, ocupación y divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación, divisa;45;447;2005;2017;2017;250000.0;28/08/2026 07:00:05;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_EMTM_SEX_OCU_NB;Ganancias mensuales medianas de los asalariados según sexo y ocupación (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo, ocupación;45;450;2005;2017;2017;250000.0;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_GGAP_OCU_RT;Brecha salarial de género según ocupación (%);Remuneraciones y ingresos;Indicadores de Igualdad de Género y No Discriminación (GEND);ocupación;16;172;1989;2017;2017;7.857;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_INEE_CUR_NB;Salario mínimo mensual según divisa;Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);divisa;1;26;1995;2024;2024;130.0;30/08/2026 07:16:20;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_INEE_NOC_NB;Salario mínimo mensual (moneda local);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);Salario mínimo mensual;1;26;1995;2024;2024;130.0;01/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_PHRA_SEX_CUR_NB;Ganancias horarias promedio de los asalariados en el sector público según sexo y divisa;Remuneraciones y ingresos;Perfiles de trabajadores y sectores (PROFILES);sexo, divisa;3;30;2005;2017;2017;1870.03;28/08/2026 07:03:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_PHRA_SEX_NB;Ganancias horarias promedio de los asalariados en el sector público (moneda local);Remuneraciones y ingresos;Perfiles de trabajadores y sectores (PROFILES);sexo;3;30;2005;2017;2017;1870.03;27/08/2026 07:09:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_PMTA_SEX_CUR_NB;Ganancias mensuales promedio de los asalariados en el sector público según sexo y divisa;Remuneraciones y ingresos;Perfiles de trabajadores y sectores (PROFILES);sexo, divisa;3;30;2005;2017;2017;296641.25;28/08/2026 07:03:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_PMTA_SEX_NB;Ganancias mensuales promedio de los asalariados en el sector público (moneda local);Remuneraciones y ingresos;Perfiles de trabajadores y sectores (PROFILES);sexo;3;30;2005;2017;2017;296641.25;27/08/2026 07:09:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_XFLS_NOC_RT;Proporción de mujeres en los asalariados pagados los salarios bajos (%);Remuneraciones y ingresos;Indicadores de Igualdad de Género y No Discriminación (GEND);Proporción de mujeres en los asalariados pagados los salarios bajos;1;11;2005;2020;2020;6.78;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_XTLP_SEX_NB;Asalariados pagados los salarios bajos según sexo (millares);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;3;2020;2020;2020;199.368;05/04/2026 14:43:04;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EAR_XTLP_SEX_RT;Tasa de salarios bajos (%);Remuneraciones y ingresos;Estadísticas de Salarios y Tiempo de Trabajo (COND);sexo;3;50;1995;2017;2017;30.085;27/08/2026 07:00:11;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_AGE_EC2_NB;Asalariados según edad y actividad económica - nivel 2 de la CIIU (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);edad, actividad económica - nivel 2 de la ciiu;150;1484;2005;2017;2017;8184.32;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_ECO_OCU_NB;Asalariados según actividad económica y ocupación (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);actividad económica, ocupación;475;4418;2005;2017;2017;8184.32;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_AGE_ECO_NB;Asalariados según sexo, edad y actividad económica (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, actividad económica;1183;11715;2005;2017;2017;8184.32;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_AGE_EDU_NB;Asalariados según sexo, edad y educación (millares);Asalariados;Indicadores de Educación y Desajuste (EMI);sexo, edad, educación;768;6675;2005;2017;2017;8184.32;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_AGE_INS_NB;Asalariados según sexo, edad y sector público/privado (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, sector público/privado;144;1440;2005;2017;2017;8184.32;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_AGE_MTS_NB;Asalariados según sexo, edad y estado civil (millares);Asalariados;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, edad, estado civil;528;5062;2005;2017;2017;8184.32;01/09/2026 07:04:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_AGE_NB;Asalariados según sexo y edad (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad;84;841;2005;2017;2017;8184.32;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_AGE_OCU_NB;Asalariados según sexo, edad y ocupación (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, edad, ocupación;510;5077;2005;2017;2017;8184.32;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_EC2_NB;Asalariados según sexo y actividad económica - nivel 2 de la CIIU (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica - nivel 2 de la ciiu;150;1500;2005;2017;2017;8184.32;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_ECO_EDU_NB;Asalariados según sexo, actividad económica y educación (millares);Asalariados;Indicadores de Educación y Desajuste (EMI);sexo, actividad económica, educación;1566;12974;2005;2017;2017;8184.32;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_ECO_EST_NB;Asalariados según sexo, actividad económica y tamaño del establecimiento (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica, tamaño del establecimiento;831;6489;2005;2017;2017;8184.32;27/08/2026 07:07:14;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_ECO_INS_NB;Asalariados según sexo, actividad económica y sector público/privado (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica, sector público/privado;297;2958;2005;2017;2017;8184.32;30/08/2026 07:21:17;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_ECO_MTS_NB;Asalariados según sexo, actividad económica y estado civil (millares);Asalariados;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, actividad económica, estado civil;462;4366;2005;2017;2017;8184.32;01/09/2026 07:04:12;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_ECO_NB;Asalariados según sexo y actividad económica (millares);Asalariados;Estadísticas sobre la Fuerza Laboral (LFS);sexo, actividad económica;99;1088;2005;2020;2020;7516.866;01/09/2026 07:09:15;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_EDU_MTS_NB;Asalariados según sexo, educación y estado civil (millares);Asalariados;Indicadores de Educación y Desajuste (EMI);sexo, educación, estado civil;522;4284;2005;2017;2017;8184.32;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_EDU_NB;Asalariados según sexo y educación (millares);Asalariados;Indicadores de Educación y Desajuste (EMI);sexo, educación;48;432;2005;2017;2017;8184.32;01/09/2026 07:02:23;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
OIT - ILOSTAT;Venezuela;Anual;EES_TEES_SEX_EST_MTS_NB;Asalariados según sexo, tamaño del establecimiento y estado civil (millares);Asalariados;Indicadores de Igualdad de Género y No Discriminación (GEND);sexo, tamaño del establecimiento, estado civil;429;3267;2005;2017;2017;8184.32;27/08/2026 07:03:08;assets/data/ilo/csv/ove_oit_ilostat_venezuela_anual.csv.gz
